datestamp_gauge,hourly_timestamp,Average of sentiment_score,Sum of distance_to_gauge_km,Count of post_id,Cunupia,Piarco,St. Augustine,St. Helena
19-03-2025 03-00-00-CR-002,3/19/2025 3:00,0.179166666666667,8.06,4,2,2,0,0
19-03-2025 03-00-00-CR-003,3/19/2025 3:00,-0.108333333333333,2.46,2,0,0,2,0
19-03-2025 04-00-00-CR-001,3/19/2025 4:00,0.0625,2.92,2,0,0,0,2
19-03-2025 04-00-00-CR-002,3/19/2025 4:00,-0.0979166666666666,8.06,4,2,2,0,0
19-03-2025 04-00-00-CR-003,3/19/2025 4:00,0.125,2.46,2,0,0,2,0
19-03-2025 05-00-00-CR-001,3/19/2025 5:00,0.208333333333333,4.38,3,0,0,0,3
19-03-2025 05-00-00-CR-002,3/19/2025 5:00,0.0559523809523812,15.47,7,2,5,0,0
19-03-2025 05-00-00-CR-003,3/19/2025 5:00,0.125,1.23,1,0,0,1,0
19-03-2025 06-00-00-CR-001,3/19/2025 6:00,0,1.46,1,0,0,0,1
19-03-2025 06-00-00-CR-002,3/19/2025 6:00,0.118333333333333,10.53,5,2,3,0,0
19-03-2025 07-00-00-CR-001,3/19/2025 7:00,0.18125,5.84,4,0,0,0,4
19-03-2025 07-00-00-CR-002,3/19/2025 7:00,0.125,2.47,1,0,1,0,0
19-03-2025 07-00-00-CR-003,3/19/2025 7:00,0.125,1.23,1,0,0,1,0
19-03-2025 08-00-00-CR-001,3/19/2025 8:00,-0.0125,2.92,2,0,0,0,2
19-03-2025 08-00-00-CR-002,3/19/2025 8:00,-0.191666666666666,2.47,1,0,1,0,0
19-03-2025 08-00-00-CR-003,3/19/2025 8:00,0.5,2.46,2,0,0,2,0
19-03-2025 09-00-00-CR-001,3/19/2025 9:00,0.125,2.92,2,0,0,0,2
19-03-2025 09-00-00-CR-002,3/19/2025 9:00,0.118333333333333,10.53,5,2,3,0,0
19-03-2025 09-00-00-CR-003,3/19/2025 9:00,0.0500000000000001,2.46,2,0,0,2,0
19-03-2025 10-00-00-CR-001,3/19/2025 10:00,0.095,7.3,5,0,0,0,5
19-03-2025 10-00-00-CR-002,3/19/2025 10:00,0.075,5.59,3,2,1,0,0
19-03-2025 10-00-00-CR-003,3/19/2025 10:00,-0.245833333333333,2.46,2,0,0,2,0
19-03-2025 11-00-00-CR-001,3/19/2025 11:00,0.216666666666667,4.38,3,0,0,0,3
19-03-2025 11-00-00-CR-002,3/19/2025 11:00,-0.0133333333333331,8.71,5,4,1,0,0
19-03-2025 11-00-00-CR-003,3/19/2025 11:00,0.5,1.23,1,0,0,1,0
19-03-2025 12-00-00-CR-001,3/19/2025 12:00,0.4,1.46,1,0,0,0,1
19-03-2025 12-00-00-CR-002,3/19/2025 12:00,0.154166666666667,3.12,2,2,0,0,0
19-03-2025 12-00-00-CR-003,3/19/2025 12:00,-0.1125,2.46,2,0,0,2,0
19-03-2025 13-00-00-CR-001,3/19/2025 13:00,-0.1125,2.92,2,0,0,0,2
19-03-2025 13-00-00-CR-002,3/19/2025 13:00,0.0541666666666667,12.09,6,3,3,0,0
19-03-2025 13-00-00-CR-003,3/19/2025 13:00,-0.033333333333333,2.46,2,0,0,2,0
19-03-2025 14-00-00-CR-002,3/19/2025 14:00,-0.0333333333333333,12.09,6,3,3,0,0
19-03-2025 14-00-00-CR-003,3/19/2025 14:00,0.0625,2.46,2,0,0,2,0
19-03-2025 15-00-00-CR-001,3/19/2025 15:00,0,1.46,1,0,0,0,1
19-03-2025 15-00-00-CR-002,3/19/2025 15:00,-0.033333333333333,4.03,2,1,1,0,0
19-03-2025 15-00-00-CR-003,3/19/2025 15:00,-0.213888888888889,3.69,3,0,0,3,0
19-03-2025 16-00-00-CR-001,3/19/2025 16:00,0.208333333333333,4.38,3,0,0,0,3
19-03-2025 16-00-00-CR-002,3/19/2025 16:00,-0.0766666666666666,11.44,5,1,4,0,0
19-03-2025 16-00-00-CR-003,3/19/2025 16:00,-0.15,1.23,1,0,0,1,0
19-03-2025 17-00-00-CR-001,3/19/2025 17:00,0.0291666666666667,8.76,6,0,0,0,6
19-03-2025 17-00-00-CR-002,3/19/2025 17:00,0.3125,3.12,2,2,0,0,0
19-03-2025 17-00-00-CR-003,3/19/2025 17:00,0.104166666666667,2.46,2,0,0,2,0
19-03-2025 18-00-00-CR-002,3/19/2025 18:00,0.0266666666666668,9.62,5,3,2,0,0
19-03-2025 18-00-00-CR-003,3/19/2025 18:00,0.3125,2.46,2,0,0,2,0
19-03-2025 19-00-00-CR-001,3/19/2025 19:00,0.108333333333333,4.38,3,0,0,0,3
19-03-2025 19-00-00-CR-002,3/19/2025 19:00,0.035,12.35,5,0,5,0,0
19-03-2025 19-00-00-CR-003,3/19/2025 19:00,0.125,2.46,2,0,0,2,0
19-03-2025 20-00-00-CR-002,3/19/2025 20:00,-0.015,9.62,5,3,2,0,0
19-03-2025 21-00-00-CR-001,3/19/2025 21:00,-0.033333333333333,2.92,2,0,0,0,2
19-03-2025 21-00-00-CR-002,3/19/2025 21:00,0.25,4.03,2,1,1,0,0
19-03-2025 22-00-00-CR-001,3/19/2025 22:00,0.4,1.46,1,0,0,0,1
19-03-2025 22-00-00-CR-002,3/19/2025 22:00,0.075,5.59,3,2,1,0,0
19-03-2025 22-00-00-CR-003,3/19/2025 22:00,-0.0166666666666666,3.69,3,0,0,3,0
19-03-2025 23-00-00-CR-001,3/19/2025 23:00,0.125,1.46,1,0,0,0,1
19-03-2025 23-00-00-CR-002,3/19/2025 23:00,-0.0291666666666666,3.12,2,2,0,0,0
19-03-2025 23-00-00-CR-003,3/19/2025 23:00,0.0625,2.46,2,0,0,2,0
20-03-2025 00-00-00-CR-001,3/20/2025 0:00,-0.0125,2.92,2,0,0,0,2
20-03-2025 00-00-00-CR-002,3/20/2025 0:00,0.0222222222222223,6.5,3,1,2,0,0
20-03-2025 00-00-00-CR-003,3/20/2025 0:00,-0.3,1.23,1,0,0,1,0
20-03-2025 01-00-00-CR-001,3/20/2025 1:00,0.125,1.46,1,0,0,0,1
20-03-2025 01-00-00-CR-002,3/20/2025 1:00,0.152380952380953,14.56,7,3,4,0,0
20-03-2025 01-00-00-CR-003,3/20/2025 1:00,0.154166666666667,2.46,2,0,0,2,0
20-03-2025 02-00-00-CR-001,3/20/2025 2:00,-0.0333333333333333,1.46,1,0,0,0,1
20-03-2025 02-00-00-CR-002,3/20/2025 2:00,0.125,2.47,1,0,1,0,0
20-03-2025 02-00-00-CR-003,3/20/2025 2:00,0.075,3.69,3,0,0,3,0
20-03-2025 03-00-00-CR-001,3/20/2025 3:00,0.0305555555555556,4.38,3,0,0,0,3
20-03-2025 03-00-00-CR-002,3/20/2025 3:00,-0.3,1.56,1,1,0,0,0
20-03-2025 03-00-00-CR-003,3/20/2025 3:00,-0.191666666666666,1.23,1,0,0,1,0
20-03-2025 04-00-00-CR-001,3/20/2025 4:00,0.0194444444444447,4.38,3,0,0,0,3
20-03-2025 04-00-00-CR-002,3/20/2025 4:00,-0.0583333333333333,7.15,4,3,1,0,0
20-03-2025 04-00-00-CR-003,3/20/2025 4:00,-0.0291666666666666,2.46,2,0,0,2,0
20-03-2025 05-00-00-CR-001,3/20/2025 5:00,0.5,1.46,1,0,0,0,1
20-03-2025 05-00-00-CR-002,3/20/2025 5:00,-0.015,10.53,5,2,3,0,0
20-03-2025 05-00-00-CR-003,3/20/2025 5:00,0.208333333333333,3.69,3,0,0,3,0
20-03-2025 06-00-00-CR-001,3/20/2025 6:00,0.225,8.76,6,0,0,0,6
20-03-2025 06-00-00-CR-002,3/20/2025 6:00,-0.122222222222222,7.41,3,0,3,0,0
20-03-2025 06-00-00-CR-003,3/20/2025 6:00,-0.170833333333333,2.46,2,0,0,2,0
20-03-2025 07-00-00-CR-001,3/20/2025 7:00,-0.0979166666666665,5.84,4,0,0,0,4
20-03-2025 07-00-00-CR-002,3/20/2025 7:00,-0.106666666666667,11.44,5,1,4,0,0
20-03-2025 07-00-00-CR-003,3/20/2025 7:00,0.266666666666667,3.69,3,0,0,3,0
20-03-2025 08-00-00-CR-002,3/20/2025 8:00,0.00625000000000017,8.06,4,2,2,0,0
20-03-2025 08-00-00-CR-003,3/20/2025 8:00,0.5,1.23,1,0,0,1,0
20-03-2025 09-00-00-CR-001,3/20/2025 9:00,0.2,2.92,2,0,0,0,2
20-03-2025 10-00-00-CR-001,3/20/2025 10:00,0,1.46,1,0,0,0,1
20-03-2025 10-00-00-CR-002,3/20/2025 10:00,-0.072222222222222,4.68,3,3,0,0,0
20-03-2025 10-00-00-CR-003,3/20/2025 10:00,0,1.23,1,0,0,1,0
20-03-2025 11-00-00-CR-001,3/20/2025 11:00,0.0416666666666667,4.38,3,0,0,0,3
20-03-2025 11-00-00-CR-002,3/20/2025 11:00,0.115277777777778,12.09,6,3,3,0,0
20-03-2025 11-00-00-CR-003,3/20/2025 11:00,0.125,1.23,1,0,0,1,0
20-03-2025 12-00-00-CR-001,3/20/2025 12:00,-0.0291666666666666,2.92,2,0,0,0,2
20-03-2025 12-00-00-CR-002,3/20/2025 12:00,0.125,4.03,2,1,1,0,0
20-03-2025 12-00-00-CR-003,3/20/2025 12:00,0.0333333333333333,3.69,3,0,0,3,0
20-03-2025 13-00-00-CR-001,3/20/2025 13:00,0.175,2.92,2,0,0,0,2
20-03-2025 13-00-00-CR-002,3/20/2025 13:00,0.1125,8.97,4,1,3,0,0
20-03-2025 13-00-00-CR-003,3/20/2025 13:00,0.125,1.23,1,0,0,1,0
20-03-2025 14-00-00-CR-001,3/20/2025 14:00,0.108333333333333,4.38,3,0,0,0,3
20-03-2025 14-00-00-CR-002,3/20/2025 14:00,0.266666666666667,9.62,5,3,2,0,0
20-03-2025 15-00-00-CR-001,3/20/2025 15:00,0.125,2.92,2,0,0,0,2
20-03-2025 15-00-00-CR-002,3/20/2025 15:00,-0.0333333333333333,1.56,1,1,0,0,0
20-03-2025 15-00-00-CR-003,3/20/2025 15:00,-0.0116666666666664,6.15,5,0,0,5,0
20-03-2025 16-00-00-CR-001,3/20/2025 16:00,0.2875,5.84,4,0,0,0,4
20-03-2025 16-00-00-CR-002,3/20/2025 16:00,0,1.56,1,1,0,0,0
20-03-2025 16-00-00-CR-003,3/20/2025 16:00,-0.15,2.46,2,0,0,2,0
20-03-2025 17-00-00-CR-001,3/20/2025 17:00,-0.0333333333333333,1.46,1,0,0,0,1
20-03-2025 17-00-00-CR-002,3/20/2025 17:00,-0.0366666666666664,9.62,5,3,2,0,0
20-03-2025 17-00-00-CR-003,3/20/2025 17:00,0.3125,2.46,2,0,0,2,0
20-03-2025 18-00-00-CR-001,3/20/2025 18:00,-0.25,4.38,3,0,0,0,3
20-03-2025 18-00-00-CR-002,3/20/2025 18:00,-0.1625,4.94,2,0,2,0,0
20-03-2025 19-00-00-CR-001,3/20/2025 19:00,0.125,1.46,1,0,0,0,1
20-03-2025 19-00-00-CR-002,3/20/2025 19:00,1.29526019539602E-16,10.27,6,5,1,0,0
20-03-2025 19-00-00-CR-003,3/20/2025 19:00,-0.0666666666666666,3.69,3,0,0,3,0
20-03-2025 20-00-00-CR-002,3/20/2025 20:00,0.00625000000000001,8.06,4,2,2,0,0
20-03-2025 20-00-00-CR-003,3/20/2025 20:00,0.4,1.23,1,0,0,1,0
20-03-2025 21-00-00-CR-001,3/20/2025 21:00,-0.191666666666666,1.46,1,0,0,0,1
20-03-2025 21-00-00-CR-003,3/20/2025 21:00,0.1,2.46,2,0,0,2,0
20-03-2025 22-00-00-CR-001,3/20/2025 22:00,0.25,2.92,2,0,0,0,2
20-03-2025 22-00-00-CR-002,3/20/2025 22:00,-0.3,2.47,1,0,1,0,0
20-03-2025 23-00-00-CR-002,3/20/2025 23:00,0.0166666666666667,7.15,4,3,1,0,0
21-03-2025 00-00-00-CR-001,3/21/2025 0:00,0.125,2.92,2,0,0,0,2
21-03-2025 00-00-00-CR-002,3/21/2025 0:00,0.125,2.47,1,0,1,0,0
21-03-2025 00-00-00-CR-003,3/21/2025 0:00,-0.191666666666666,3.69,3,0,0,3,0
21-03-2025 01-00-00-CR-001,3/21/2025 1:00,-0.033333333333333,2.92,2,0,0,0,2
21-03-2025 01-00-00-CR-002,3/21/2025 1:00,0.5,1.56,1,1,0,0,0
21-03-2025 01-00-00-CR-003,3/21/2025 1:00,0.154166666666667,2.46,2,0,0,2,0
21-03-2025 02-00-00-CR-001,3/21/2025 2:00,0.125,1.46,1,0,0,0,1
21-03-2025 02-00-00-CR-002,3/21/2025 2:00,0.183333333333333,4.03,2,1,1,0,0
21-03-2025 02-00-00-CR-003,3/21/2025 2:00,0.102777777777778,3.69,3,0,0,3,0
21-03-2025 03-00-00-CR-001,3/21/2025 3:00,-0.033333333333333,2.92,2,0,0,0,2
21-03-2025 03-00-00-CR-002,3/21/2025 3:00,0.125,4.94,2,0,2,0,0
21-03-2025 03-00-00-CR-003,3/21/2025 3:00,-0.3,1.23,1,0,0,1,0
21-03-2025 04-00-00-CR-001,3/21/2025 4:00,-0.0916666666666667,2.92,2,0,0,0,2
21-03-2025 04-00-00-CR-002,3/21/2025 4:00,0.125,4.03,2,1,1,0,0
21-03-2025 04-00-00-CR-003,3/21/2025 4:00,-0.0249999999999999,1.23,1,0,0,1,0
21-03-2025 05-00-00-CR-001,3/21/2025 5:00,-0.0333333333333333,1.46,1,0,0,0,1
21-03-2025 05-00-00-CR-002,3/21/2025 5:00,-0.0125,4.94,2,0,2,0,0
21-03-2025 05-00-00-CR-003,3/21/2025 5:00,-0.15,1.23,1,0,0,1,0
21-03-2025 06-00-00-CR-001,3/21/2025 6:00,-0.15,1.46,1,0,0,0,1
21-03-2025 06-00-00-CR-002,3/21/2025 6:00,0.130555555555556,12.09,6,3,3,0,0
21-03-2025 06-00-00-CR-003,3/21/2025 6:00,-0.075,2.46,2,0,0,2,0
21-03-2025 07-00-00-CR-001,3/21/2025 7:00,0.0194444444444447,4.38,3,0,0,0,3
21-03-2025 07-00-00-CR-002,3/21/2025 7:00,-0.103333333333333,12.35,5,0,5,0,0
21-03-2025 08-00-00-CR-001,3/21/2025 8:00,0.145833333333334,5.84,4,0,0,0,4
21-03-2025 08-00-00-CR-002,3/21/2025 8:00,-0.0520833333333333,8.06,4,2,2,0,0
21-03-2025 09-00-00-CR-001,3/21/2025 9:00,-0.033333333333333,2.92,2,0,0,0,2
21-03-2025 09-00-00-CR-002,3/21/2025 9:00,0.143333333333333,10.53,5,2,3,0,0
21-03-2025 09-00-00-CR-003,3/21/2025 9:00,0.3125,2.46,2,0,0,2,0
21-03-2025 10-00-00-CR-001,3/21/2025 10:00,0,1.46,1,0,0,0,1
21-03-2025 10-00-00-CR-003,3/21/2025 10:00,-0.0249999999999999,1.23,1,0,0,1,0
21-03-2025 11-00-00-CR-001,3/21/2025 11:00,-0.191666666666666,1.46,1,0,0,0,1
21-03-2025 11-00-00-CR-002,3/21/2025 11:00,0.158333333333333,5.59,3,2,1,0,0
21-03-2025 11-00-00-CR-003,3/21/2025 11:00,0.2375,2.46,2,0,0,2,0
21-03-2025 12-00-00-CR-002,3/21/2025 12:00,0.2,4.03,2,1,1,0,0
21-03-2025 12-00-00-CR-003,3/21/2025 12:00,-0.0875,2.46,2,0,0,2,0
21-03-2025 13-00-00-CR-001,3/21/2025 13:00,-0.191666666666666,1.46,1,0,0,0,1
21-03-2025 13-00-00-CR-002,3/21/2025 13:00,-0.126666666666667,10.53,5,2,3,0,0
21-03-2025 13-00-00-CR-003,3/21/2025 13:00,0.0770833333333335,4.92,4,0,0,4,0
21-03-2025 14-00-00-CR-001,3/21/2025 14:00,0.5,1.46,1,0,0,0,1
21-03-2025 14-00-00-CR-002,3/21/2025 14:00,-0.0291666666666666,4.03,2,1,1,0,0
21-03-2025 15-00-00-CR-002,3/21/2025 15:00,0.3125,4.03,2,1,1,0,0
21-03-2025 15-00-00-CR-003,3/21/2025 15:00,-0.0333333333333333,2.46,2,0,0,2,0
21-03-2025 16-00-00-CR-001,3/21/2025 16:00,-0.191666666666666,1.46,1,0,0,0,1
21-03-2025 16-00-00-CR-002,3/21/2025 16:00,0.0708333333333335,11.18,6,4,2,0,0
21-03-2025 17-00-00-CR-002,3/21/2025 17:00,-0.0597222222222222,10.27,6,5,1,0,0
21-03-2025 17-00-00-CR-003,3/21/2025 17:00,0.197222222222222,3.69,3,0,0,3,0
21-03-2025 18-00-00-CR-001,3/21/2025 18:00,-0.15,1.46,1,0,0,0,1
21-03-2025 18-00-00-CR-002,3/21/2025 18:00,0.0333333333333333,5.59,3,2,1,0,0
21-03-2025 19-00-00-CR-002,3/21/2025 19:00,-0.0483333333333332,9.62,5,3,2,0,0
21-03-2025 19-00-00-CR-003,3/21/2025 19:00,0.1625,4.92,4,0,0,4,0
21-03-2025 20-00-00-CR-001,3/21/2025 20:00,0.197222222222222,4.38,3,0,0,0,3
21-03-2025 20-00-00-CR-002,3/21/2025 20:00,0.111111111111111,6.5,3,1,2,0,0
21-03-2025 20-00-00-CR-003,3/21/2025 20:00,0.0833333333333333,3.69,3,0,0,3,0
21-03-2025 21-00-00-CR-001,3/21/2025 21:00,0.0625,2.92,2,0,0,0,2
21-03-2025 21-00-00-CR-002,3/21/2025 21:00,-0.225,3.12,2,2,0,0,0
21-03-2025 21-00-00-CR-003,3/21/2025 21:00,0.208333333333333,3.69,3,0,0,3,0
21-03-2025 22-00-00-CR-001,3/21/2025 22:00,0.1875,2.92,2,0,0,0,2
21-03-2025 22-00-00-CR-002,3/21/2025 22:00,-0.015,9.62,5,3,2,0,0
21-03-2025 23-00-00-CR-001,3/21/2025 23:00,0.5,1.46,1,0,0,0,1
21-03-2025 23-00-00-CR-002,3/21/2025 23:00,0.0458333333333334,8.06,4,2,2,0,0
22-03-2025 00-00-00-CR-001,3/22/2025 0:00,0.5,1.46,1,0,0,0,1
22-03-2025 00-00-00-CR-002,3/22/2025 0:00,0.104166666666667,4.03,2,1,1,0,0
22-03-2025 00-00-00-CR-003,3/22/2025 0:00,0.125,1.23,1,0,0,1,0
22-03-2025 01-00-00-CR-001,3/22/2025 1:00,-0.072222222222222,4.38,3,0,0,0,3
22-03-2025 01-00-00-CR-002,3/22/2025 1:00,-0.00378787878787872,19.89,11,8,3,0,0
22-03-2025 01-00-00-CR-003,3/22/2025 1:00,-0.15,1.23,1,0,0,1,0
22-03-2025 02-00-00-CR-001,3/22/2025 2:00,-0.0249999999999999,2.92,2,0,0,0,2
22-03-2025 02-00-00-CR-002,3/22/2025 2:00,-0.04,9.62,5,3,2,0,0
22-03-2025 02-00-00-CR-003,3/22/2025 2:00,0.5,1.23,1,0,0,1,0
22-03-2025 03-00-00-CR-001,3/22/2025 3:00,-0.0875,2.92,2,0,0,0,2
22-03-2025 03-00-00-CR-002,3/22/2025 3:00,-0.0333333333333333,2.47,1,0,1,0,0
22-03-2025 03-00-00-CR-003,3/22/2025 3:00,-0.3,1.23,1,0,0,1,0
22-03-2025 04-00-00-CR-001,3/22/2025 4:00,-0.0249999999999999,1.46,1,0,0,0,1
22-03-2025 04-00-00-CR-002,3/22/2025 4:00,0.0625,3.12,2,2,0,0,0
22-03-2025 04-00-00-CR-003,3/22/2025 4:00,-0.225,2.46,2,0,0,2,0
22-03-2025 05-00-00-CR-001,3/22/2025 5:00,0.1,2.92,2,0,0,0,2
22-03-2025 05-00-00-CR-002,3/22/2025 5:00,0.022916666666667,8.06,4,2,2,0,0
22-03-2025 05-00-00-CR-003,3/22/2025 5:00,-0.225,2.46,2,0,0,2,0
22-03-2025 06-00-00-CR-001,3/22/2025 6:00,0.2,2.92,2,0,0,0,2
22-03-2025 06-00-00-CR-002,3/22/2025 6:00,0,1.56,1,1,0,0,0
22-03-2025 06-00-00-CR-003,3/22/2025 6:00,0.5,1.23,1,0,0,1,0
22-03-2025 07-00-00-CR-001,3/22/2025 7:00,0.0722222222222222,4.38,3,0,0,0,3
22-03-2025 07-00-00-CR-002,3/22/2025 7:00,0.025,7.41,3,0,3,0,0
22-03-2025 07-00-00-CR-003,3/22/2025 7:00,0.05625,4.92,4,0,0,4,0
22-03-2025 08-00-00-CR-002,3/22/2025 8:00,-0.15,1.56,1,1,0,0,0
22-03-2025 08-00-00-CR-003,3/22/2025 8:00,0.283333333333333,3.69,3,0,0,3,0
22-03-2025 09-00-00-CR-001,3/22/2025 9:00,-0.0125,2.92,2,0,0,0,2
22-03-2025 09-00-00-CR-002,3/22/2025 9:00,-0.0194444444444444,5.59,3,2,1,0,0
22-03-2025 09-00-00-CR-003,3/22/2025 9:00,0.5,1.23,1,0,0,1,0
22-03-2025 10-00-00-CR-002,3/22/2025 10:00,-0.245833333333333,4.03,2,1,1,0,0
22-03-2025 10-00-00-CR-003,3/22/2025 10:00,0.208333333333333,3.69,3,0,0,3,0
22-03-2025 11-00-00-CR-001,3/22/2025 11:00,-0.0125,2.92,2,0,0,0,2
22-03-2025 11-00-00-CR-002,3/22/2025 11:00,0.075,7.15,4,3,1,0,0
22-03-2025 11-00-00-CR-003,3/22/2025 11:00,-0.0125,4.92,4,0,0,4,0
22-03-2025 12-00-00-CR-001,3/22/2025 12:00,0.102083333333334,5.84,4,0,0,0,4
22-03-2025 12-00-00-CR-002,3/22/2025 12:00,0.0944444444444447,6.5,3,1,2,0,0
22-03-2025 12-00-00-CR-003,3/22/2025 12:00,0.197222222222222,3.69,3,0,0,3,0
22-03-2025 13-00-00-CR-001,3/22/2025 13:00,-0.0638888888888888,8.76,6,0,0,0,6
22-03-2025 13-00-00-CR-002,3/22/2025 13:00,0.0305555555555556,16.77,9,6,3,0,0
22-03-2025 13-00-00-CR-003,3/22/2025 13:00,-0.0249999999999999,1.23,1,0,0,1,0
22-03-2025 14-00-00-CR-001,3/22/2025 14:00,-0.0222222222222222,4.38,3,0,0,0,3
22-03-2025 14-00-00-CR-002,3/22/2025 14:00,0.08125,9.88,4,0,4,0,0
22-03-2025 14-00-00-CR-003,3/22/2025 14:00,0.45,2.46,2,0,0,2,0
22-03-2025 15-00-00-CR-001,3/22/2025 15:00,0.125,2.92,2,0,0,0,2
22-03-2025 15-00-00-CR-002,3/22/2025 15:00,0.1875,4.03,2,1,1,0,0
22-03-2025 16-00-00-CR-002,3/22/2025 16:00,-0.0263888888888887,11.18,6,4,2,0,0
22-03-2025 16-00-00-CR-003,3/22/2025 16:00,-0.00833333333333333,3.69,3,0,0,3,0
22-03-2025 17-00-00-CR-001,3/22/2025 17:00,0.4,1.46,1,0,0,0,1
22-03-2025 17-00-00-CR-002,3/22/2025 17:00,-0.245833333333333,4.03,2,1,1,0,0
22-03-2025 17-00-00-CR-003,3/22/2025 17:00,0.0500000000000001,2.46,2,0,0,2,0
22-03-2025 18-00-00-CR-001,3/22/2025 18:00,-0.0249999999999999,1.46,1,0,0,0,1
22-03-2025 18-00-00-CR-002,3/22/2025 18:00,-0.022222222222222,4.68,3,3,0,0,0
22-03-2025 19-00-00-CR-002,3/22/2025 19:00,-0.19375,7.15,4,3,1,0,0
22-03-2025 19-00-00-CR-003,3/22/2025 19:00,-0.0249999999999999,1.23,1,0,0,1,0
22-03-2025 20-00-00-CR-002,3/22/2025 20:00,0.2625,4.94,2,0,2,0,0
22-03-2025 20-00-00-CR-003,3/22/2025 20:00,-0.170833333333333,2.46,2,0,0,2,0
22-03-2025 21-00-00-CR-001,3/22/2025 21:00,-0.245833333333333,2.92,2,0,0,0,2
22-03-2025 21-00-00-CR-002,3/22/2025 21:00,0.2,7.41,3,0,3,0,0
22-03-2025 21-00-00-CR-003,3/22/2025 21:00,0.4,1.23,1,0,0,1,0
22-03-2025 22-00-00-CR-001,3/22/2025 22:00,0.075,4.38,3,0,0,0,3
22-03-2025 22-00-00-CR-002,3/22/2025 22:00,0.0291666666666667,13,6,2,4,0,0
22-03-2025 22-00-00-CR-003,3/22/2025 22:00,-0.108333333333333,3.69,3,0,0,3,0
22-03-2025 23-00-00-CR-001,3/22/2025 23:00,-0.1625,2.92,2,0,0,0,2
22-03-2025 23-00-00-CR-002,3/22/2025 23:00,0.4,1.56,1,1,0,0,0
22-03-2025 23-00-00-CR-003,3/22/2025 23:00,-0.0333333333333333,1.23,1,0,0,1,0
23-03-2025 00-00-00-CR-002,3/23/2025 0:00,-0.0444444444444444,10.27,6,5,1,0,0
23-03-2025 00-00-00-CR-003,3/23/2025 0:00,-0.3,1.23,1,0,0,1,0
23-03-2025 01-00-00-CR-001,3/23/2025 1:00,0.341666666666667,4.38,3,0,0,0,3
23-03-2025 01-00-00-CR-002,3/23/2025 1:00,-0.00833333333333333,5.59,3,2,1,0,0
23-03-2025 01-00-00-CR-003,3/23/2025 1:00,0,1.23,1,0,0,1,0
23-03-2025 02-00-00-CR-001,3/23/2025 2:00,-0.0916666666666667,2.92,2,0,0,0,2
23-03-2025 02-00-00-CR-002,3/23/2025 2:00,0.191666666666667,10.53,5,2,3,0,0
23-03-2025 02-00-00-CR-003,3/23/2025 2:00,0.118055555555556,7.38,6,0,0,6,0
23-03-2025 03-00-00-CR-001,3/23/2025 3:00,-0.3,1.46,1,0,0,0,1
23-03-2025 03-00-00-CR-002,3/23/2025 3:00,0.183333333333333,4.94,2,0,2,0,0
23-03-2025 03-00-00-CR-003,3/23/2025 3:00,-0.166666666666667,2.46,2,0,0,2,0
23-03-2025 04-00-00-CR-002,3/23/2025 4:00,0.125,1.56,1,1,0,0,0
23-03-2025 04-00-00-CR-003,3/23/2025 4:00,0.4,1.23,1,0,0,1,0
23-03-2025 05-00-00-CR-002,3/23/2025 5:00,-0.3,1.56,1,1,0,0,0
23-03-2025 05-00-00-CR-003,3/23/2025 5:00,-0.0277777777777777,3.69,3,0,0,3,0
23-03-2025 06-00-00-CR-001,3/23/2025 6:00,0.0583333333333334,4.38,3,0,0,0,3
23-03-2025 06-00-00-CR-002,3/23/2025 6:00,-0.0520833333333333,8.97,4,1,3,0,0
23-03-2025 07-00-00-CR-001,3/23/2025 7:00,-0.191666666666666,1.46,1,0,0,0,1
23-03-2025 07-00-00-CR-002,3/23/2025 7:00,0.341666666666667,4.68,3,3,0,0,0
23-03-2025 07-00-00-CR-003,3/23/2025 7:00,0.4,1.23,1,0,0,1,0
23-03-2025 08-00-00-CR-001,3/23/2025 8:00,-0.0249999999999999,1.46,1,0,0,0,1
23-03-2025 08-00-00-CR-002,3/23/2025 8:00,0.45,3.12,2,2,0,0,0
23-03-2025 08-00-00-CR-003,3/23/2025 8:00,0.4,1.23,1,0,0,1,0
23-03-2025 09-00-00-CR-001,3/23/2025 9:00,0.0694444444444445,8.76,6,0,0,0,6
23-03-2025 09-00-00-CR-003,3/23/2025 9:00,0.125,1.23,1,0,0,1,0
23-03-2025 10-00-00-CR-001,3/23/2025 10:00,0.288888888888889,4.38,3,0,0,0,3
23-03-2025 10-00-00-CR-002,3/23/2025 10:00,-0.110416666666667,15.21,8,5,3,0,0
23-03-2025 10-00-00-CR-003,3/23/2025 10:00,0.341666666666667,3.69,3,0,0,3,0
23-03-2025 11-00-00-CR-001,3/23/2025 11:00,-0.3,2.92,2,0,0,0,2
23-03-2025 11-00-00-CR-002,3/23/2025 11:00,-0.0333333333333333,2.47,1,0,1,0,0
23-03-2025 11-00-00-CR-003,3/23/2025 11:00,0.125,1.23,1,0,0,1,0
23-03-2025 12-00-00-CR-001,3/23/2025 12:00,-0.0875,2.92,2,0,0,0,2
23-03-2025 12-00-00-CR-002,3/23/2025 12:00,-0.0875,4.03,2,1,1,0,0
23-03-2025 12-00-00-CR-003,3/23/2025 12:00,-0.0333333333333333,1.23,1,0,0,1,0
23-03-2025 13-00-00-CR-001,3/23/2025 13:00,0.0875,5.84,4,0,0,0,4
23-03-2025 13-00-00-CR-002,3/23/2025 13:00,-0.0333333333333333,1.56,1,1,0,0,0
